website_pageview_id,created_at,website_session_id,pageview_url
616,"2012-03-21 08:30:56",332,/products
617,"2012-03-21 08:35:08",332,/the-original-mr-fuzzy
618,"2012-03-21 08:35:42",333,/home
619,"2012-03-21 08:37:26",332,/cart
620,"2012-03-21 08:38:00",332,/shipping
621,"2012-03-21 08:40:31",332,/billing
622,"2012-03-21 08:44:16",334,/home
623,"2012-03-21 08:45:32",332,/thank-you-for-your-order
624,"2012-03-21 08:51:40",335,/home
625,"2012-03-21 08:56:05",336,/home
626,"2012-03-21 08:58:42",336,/products
627,"2012-03-21 09:01:09",336,/the-original-mr-fuzzy
628,"2012-03-21 09:01:54",336,/cart
629,"2012-03-21 09:03:29",336,/shipping
630,"2012-03-21 09:05:02",336,/billing
631,"2012-03-21 09:08:16",337,/home
632,"2012-03-21 09:09:33",338,/home
633,"2012-03-21 09:12:05",336,/thank-you-for-your-order
634,"2012-03-21 09:14:54",339,/home
635,"2012-03-21 09:15:26",340,/home
636,"2012-03-21 09:18:18",339,/products
637,"2012-03-21 09:19:10",340,/products
638,"2012-03-21 09:21:43",340,/the-original-mr-fuzzy
639,"2012-03-21 09:22:06",339,/the-original-mr-fuzzy
640,"2012-03-21 09:24:52",341,/home
641,"2012-03-21 09:25:50",339,/cart
642,"2012-03-21 09:28:06",339,/shipping
643,"2012-03-21 09:28:07",342,/home
644,"2012-03-21 09:28:56",341,/products
645,"2012-03-21 09:29:40",343,/home
646,"2012-03-21 09:30:05",341,/the-original-mr-fuzzy
647,"2012-03-21 09:30:54",339,/billing
648,"2012-03-21 09:34:23",344,/home
649,"2012-03-21 09:37:48",344,/products
650,"2012-03-21 09:40:03",344,/the-original-mr-fuzzy
651,"2012-03-21 09:42:19",345,/home
652,"2012-03-21 09:55:03",346,/home
653,"2012-03-21 10:02:11",347,/home
654,"2012-03-21 10:02:28",348,/home
655,"2012-03-21 10:02:59",349,/home
656,"2012-03-21 10:04:06",348,/products
657,"2012-03-21 10:07:12",348,/the-original-mr-fuzzy
658,"2012-03-21 10:07:35",350,/home
659,"2012-03-21 10:08:37",348,/cart
660,"2012-03-21 10:08:38",351,/home
661,"2012-03-21 10:10:44",351,/products
662,"2012-03-21 10:11:19",348,/shipping
663,"2012-03-21 10:11:58",350,/products
664,"2012-03-21 10:12:47",351,/the-original-mr-fuzzy
665,"2012-03-21 10:13:36",352,/home
666,"2012-03-21 10:14:28",348,/billing
667,"2012-03-21 10:15:51",353,/home
668,"2012-03-21 10:16:03",350,/the-original-mr-fuzzy
669,"2012-03-21 10:16:52",354,/home
670,"2012-03-21 10:17:54",355,/home
671,"2012-03-21 10:23:06",355,/products
672,"2012-03-21 10:23:42",356,/home
673,"2012-03-21 10:25:15",355,/the-original-mr-fuzzy
674,"2012-03-21 10:27:07",357,/home
675,"2012-03-21 10:29:14",356,/products
676,"2012-03-21 10:30:07",358,/home
677,"2012-03-21 10:32:16",357,/products
678,"2012-03-21 10:33:35",356,/the-original-mr-fuzzy
679,"2012-03-21 10:34:05",357,/the-original-mr-fuzzy
680,"2012-03-21 10:37:22",359,/home
681,"2012-03-21 10:39:34",359,/products
682,"2012-03-21 10:42:30",360,/home
683,"2012-03-21 10:44:09",359,/the-original-mr-fuzzy
684,"2012-03-21 10:53:57",361,/home
685,"2012-03-21 10:57:38",361,/products
686,"2012-03-21 10:58:57",362,/home
687,"2012-03-21 11:01:39",361,/the-original-mr-fuzzy
688,"2012-03-21 11:03:00",363,/home
689,"2012-03-21 11:04:01",362,/products
690,"2012-03-21 11:04:27",361,/cart
691,"2012-03-21 11:05:38",362,/the-original-mr-fuzzy
692,"2012-03-21 11:05:50",363,/products
693,"2012-03-21 11:10:12",364,/home
694,"2012-03-21 11:10:28",363,/the-original-mr-fuzzy
695,"2012-03-21 11:11:14",365,/home
696,"2012-03-21 11:11:56",366,/home
697,"2012-03-21 11:17:41",367,/home
698,"2012-03-21 11:23:31",368,/home
699,"2012-03-21 11:29:58",369,/home
700,"2012-03-21 11:34:30",370,/home
701,"2012-03-21 11:36:38",371,/home
702,"2012-03-21 11:37:05",370,/products
703,"2012-03-21 11:38:51",372,/home
704,"2012-03-21 11:40:41",371,/products
705,"2012-03-21 11:41:03",371,/the-original-mr-fuzzy
706,"2012-03-21 11:43:02",371,/cart
707,"2012-03-21 11:43:54",373,/home
708,"2012-03-21 11:45:46",374,/home
709,"2012-03-21 11:46:13",375,/home
710,"2012-03-21 11:50:05",375,/products
711,"2012-03-21 11:50:59",374,/products
712,"2012-03-21 11:51:58",374,/the-original-mr-fuzzy
713,"2012-03-21 11:53:04",374,/cart
714,"2012-03-21 11:53:40",375,/the-original-mr-fuzzy
715,"2012-03-21 12:00:29",376,/home
716,"2012-03-21 12:03:50",377,/home
717,"2012-03-21 12:05:40",376,/products
718,"2012-03-21 12:06:05",377,/products
719,"2012-03-21 12:07:30",377,/the-original-mr-fuzzy
720,"2012-03-21 12:08:18",378,/home
721,"2012-03-21 12:11:01",379,/home
722,"2012-03-21 12:13:19",379,/products
723,"2012-03-21 12:18:53",380,/home
724,"2012-03-21 12:25:40",381,/home
725,"2012-03-21 12:26:36",382,/home
726,"2012-03-21 12:29:48",382,/products
727,"2012-03-21 12:30:21",382,/the-original-mr-fuzzy
728,"2012-03-21 12:33:09",382,/cart
729,"2012-03-21 12:34:06",383,/home
730,"2012-03-21 12:42:29",384,/home
731,"2012-03-21 12:55:20",385,/home
732,"2012-03-21 12:58:18",385,/products
733,"2012-03-21 13:01:56",386,/home
734,"2012-03-21 13:02:38",386,/products
735,"2012-03-21 13:05:16",386,/the-original-mr-fuzzy
736,"2012-03-21 13:08:14",386,/cart
737,"2012-03-21 13:12:56",387,/home
738,"2012-03-21 13:16:09",387,/products
739,"2012-03-21 13:18:36",387,/the-original-mr-fuzzy
740,"2012-03-21 13:27:08",388,/home
741,"2012-03-21 13:40:13",389,/home
742,"2012-03-21 13:45:59",390,/home
743,"2012-03-21 13:47:26",391,/home
744,"2012-03-21 13:48:34",390,/products
745,"2012-03-21 13:50:57",392,/home
746,"2012-03-21 13:51:22",391,/products
747,"2012-03-21 13:53:06",393,/home
748,"2012-03-21 13:54:34",394,/home
749,"2012-03-21 13:55:23",395,/home
750,"2012-03-21 13:55:29",391,/the-original-mr-fuzzy
751,"2012-03-21 13:55:42",396,/home
752,"2012-03-21 13:57:51",391,/cart
753,"2012-03-21 13:59:02",397,/home
754,"2012-03-21 14:00:37",391,/shipping
755,"2012-03-21 14:00:43",398,/home
756,"2012-03-21 14:03:06",399,/home
757,"2012-03-21 14:04:55",400,/home
758,"2012-03-21 14:06:12",398,/products
759,"2012-03-21 14:18:57",401,/home
760,"2012-03-21 14:22:45",401,/products
761,"2012-03-21 14:27:53",402,/home
762,"2012-03-21 14:30:42",403,/home
763,"2012-03-21 14:32:02",402,/products
764,"2012-03-21 14:33:05",403,/products
765,"2012-03-21 14:33:23",404,/home
766,"2012-03-21 14:34:36",404,/products
767,"2012-03-21 14:34:48",405,/home
768,"2012-03-21 14:36:11",402,/the-original-mr-fuzzy
769,"2012-03-21 14:36:49",403,/the-original-mr-fuzzy
770,"2012-03-21 14:45:11",406,/home
771,"2012-03-21 14:54:54",407,/home
772,"2012-03-21 14:59:22",407,/products
773,"2012-03-21 15:00:53",407,/the-original-mr-fuzzy
774,"2012-03-21 15:01:10",408,/home
775,"2012-03-21 15:03:24",407,/cart
776,"2012-03-21 15:06:07",409,/home
777,"2012-03-21 15:10:48",410,/home
778,"2012-03-21 15:12:36",411,/home
779,"2012-03-21 15:12:53",410,/products
780,"2012-03-21 15:13:28",410,/the-original-mr-fuzzy
781,"2012-03-21 15:21:32",412,/home
782,"2012-03-21 15:23:40",412,/products
783,"2012-03-21 15:25:32",413,/home
784,"2012-03-21 15:26:13",412,/the-original-mr-fuzzy
785,"2012-03-21 15:27:38",414,/home
786,"2012-03-21 15:28:11",415,/home
787,"2012-03-21 15:30:50",416,/home
788,"2012-03-21 15:30:59",417,/home
789,"2012-03-21 15:34:22",418,/home
790,"2012-03-21 15:35:18",419,/home
791,"2012-03-21 15:36:44",418,/products
792,"2012-03-21 15:38:38",418,/the-original-mr-fuzzy
793,"2012-03-21 15:50:20",420,/home
794,"2012-03-21 15:54:11",421,/home
795,"2012-03-21 15:58:03",421,/products
796,"2012-03-21 16:03:10",422,/home
797,"2012-03-21 16:03:32",423,/home
798,"2012-03-21 16:04:49",422,/products
799,"2012-03-21 16:05:32",423,/products
800,"2012-03-21 16:06:26",422,/the-original-mr-fuzzy
801,"2012-03-21 16:07:38",423,/the-original-mr-fuzzy
802,"2012-03-21 16:09:05",423,/cart
803,"2012-03-21 16:17:35",424,/home
804,"2012-03-21 16:17:37",425,/home
805,"2012-03-21 16:18:44",426,/home
806,"2012-03-21 16:18:54",425,/products
807,"2012-03-21 16:19:52",425,/the-original-mr-fuzzy
808,"2012-03-21 16:23:29",427,/home
809,"2012-03-21 16:23:54",428,/home
810,"2012-03-21 16:27:11",428,/products
811,"2012-03-21 16:27:53",429,/home
812,"2012-03-21 16:29:09",430,/home
813,"2012-03-21 16:29:29",429,/products
814,"2012-03-21 16:29:56",428,/the-original-mr-fuzzy
815,"2012-03-21 16:30:54",430,/products
816,"2012-03-21 16:31:14",429,/the-original-mr-fuzzy
817,"2012-03-21 16:32:51",428,/cart
818,"2012-03-21 16:34:40",428,/shipping
819,"2012-03-21 16:35:50",428,/billing
820,"2012-03-21 16:40:06",428,/thank-you-for-your-order
821,"2012-03-21 16:40:09",431,/home
822,"2012-03-21 16:40:44",432,/home
823,"2012-03-21 16:50:15",433,/home
824,"2012-03-21 16:51:07",434,/home
825,"2012-03-21 16:55:07",435,/home
826,"2012-03-21 16:55:24",433,/products
827,"2012-03-21 16:56:41",434,/products
828,"2012-03-21 17:00:03",433,/the-original-mr-fuzzy
829,"2012-03-21 17:01:12",434,/the-original-mr-fuzzy
830,"2012-03-21 17:01:36",436,/home
831,"2012-03-21 17:02:33",437,/home
832,"2012-03-21 17:02:40",438,/home
833,"2012-03-21 17:03:07",436,/products
834,"2012-03-21 17:03:43",434,/cart
835,"2012-03-21 17:04:09",434,/shipping
836,"2012-03-21 17:06:05",434,/billing
837,"2012-03-21 17:07:05",439,/home
838,"2012-03-21 17:07:06",436,/the-original-mr-fuzzy
839,"2012-03-21 17:07:31",437,/products
840,"2012-03-21 17:10:16",439,/products
841,"2012-03-21 17:11:55",439,/the-original-mr-fuzzy
842,"2012-03-21 17:13:05",434,/thank-you-for-your-order
843,"2012-03-21 17:15:19",439,/cart
844,"2012-03-21 17:18:54",439,/shipping
845,"2012-03-21 17:21:32",440,/home
846,"2012-03-21 17:22:50",440,/products
847,"2012-03-21 17:23:20",440,/the-original-mr-fuzzy
848,"2012-03-21 17:24:36",441,/home
849,"2012-03-21 17:26:56",442,/home
850,"2012-03-21 17:27:57",441,/products
851,"2012-03-21 17:29:12",443,/home
852,"2012-03-21 17:29:40",441,/the-original-mr-fuzzy
853,"2012-03-21 17:30:55",443,/products
854,"2012-03-21 17:31:05",444,/home
855,"2012-03-21 17:33:19",443,/the-original-mr-fuzzy
856,"2012-03-21 17:33:26",445,/home
857,"2012-03-21 17:46:05",446,/home
858,"2012-03-21 17:47:48",446,/products
859,"2012-03-21 17:48:21",447,/home
860,"2012-03-21 18:00:23",448,/home
861,"2012-03-21 18:00:54",449,/home
862,"2012-03-21 18:14:01",450,/home
863,"2012-03-21 18:15:07",451,/home
864,"2012-03-21 18:15:19",452,/home
865,"2012-03-21 18:18:18",453,/home
866,"2012-03-21 18:18:25",452,/products
867,"2012-03-21 18:20:18",454,/home
868,"2012-03-21 18:20:38",452,/the-original-mr-fuzzy
869,"2012-03-21 18:22:23",452,/cart
870,"2012-03-21 18:23:44",453,/products
871,"2012-03-21 18:24:19",452,/shipping
872,"2012-03-21 18:27:13",452,/billing
873,"2012-03-21 18:27:22",453,/the-original-mr-fuzzy
874,"2012-03-21 18:29:08",453,/cart
875,"2012-03-21 18:30:35",455,/home
876,"2012-03-21 18:44:08",456,/home
877,"2012-03-21 18:45:29",457,/home
878,"2012-03-21 18:46:17",456,/products
879,"2012-03-21 18:48:43",456,/the-original-mr-fuzzy
880,"2012-03-21 18:50:32",458,/home
881,"2012-03-21 18:53:31",458,/products
882,"2012-03-21 18:53:45",459,/home
883,"2012-03-21 18:54:33",459,/products
884,"2012-03-21 19:08:09",460,/home
885,"2012-03-21 19:11:22",460,/products
886,"2012-03-21 19:12:35",461,/home
887,"2012-03-21 19:48:12",462,/home
888,"2012-03-21 19:51:46",463,/home
889,"2012-03-21 19:53:25",464,/home
890,"2012-03-21 20:08:13",465,/home
891,"2012-03-21 20:12:59",465,/products
892,"2012-03-21 20:14:01",465,/the-original-mr-fuzzy
893,"2012-03-21 20:17:14",465,/cart
894,"2012-03-21 20:18:20",466,/home
895,"2012-03-21 20:19:25",465,/shipping
896,"2012-03-21 20:19:46",466,/products
897,"2012-03-21 20:21:56",465,/billing
898,"2012-03-21 20:23:28",467,/home
899,"2012-03-21 20:28:11",465,/thank-you-for-your-order
900,"2012-03-21 20:33:29",468,/home
901,"2012-03-21 20:33:52",468,/products
902,"2012-03-21 20:35:54",468,/the-original-mr-fuzzy
903,"2012-03-21 20:36:59",469,/home
904,"2012-03-21 20:40:03",469,/products
905,"2012-03-21 20:40:09",470,/home
906,"2012-03-21 20:40:57",471,/home
907,"2012-03-21 20:41:45",472,/home
908,"2012-03-21 20:42:19",473,/home
909,"2012-03-21 20:42:22",470,/products
910,"2012-03-21 20:42:24",469,/the-original-mr-fuzzy
911,"2012-03-21 20:43:23",473,/products
912,"2012-03-21 20:43:24",470,/the-original-mr-fuzzy
913,"2012-03-21 20:49:59",474,/home
914,"2012-03-21 20:56:32",475,/home
915,"2012-03-21 21:00:43",475,/products
916,"2012-03-21 21:01:57",476,/home
917,"2012-03-21 21:02:22",477,/home
918,"2012-03-21 21:06:47",477,/products
919,"2012-03-21 21:09:04",477,/the-original-mr-fuzzy
920,"2012-03-21 21:15:58",478,/home
921,"2012-03-21 21:25:25",479,/home
922,"2012-03-21 21:25:58",480,/home
923,"2012-03-21 21:26:03",481,/home
924,"2012-03-21 21:27:17",482,/home
925,"2012-03-21 21:28:16",481,/products
926,"2012-03-21 22:06:19",483,/home
927,"2012-03-21 22:08:52",483,/products
928,"2012-03-21 22:12:30",483,/the-original-mr-fuzzy
929,"2012-03-21 22:19:18",484,/home
930,"2012-03-21 22:24:26",485,/home
931,"2012-03-21 22:50:02",486,/home
932,"2012-03-21 23:17:50",487,/home
933,"2012-03-21 23:18:20",487,/products
934,"2012-03-21 23:30:09",488,/home
935,"2012-03-21 23:30:38",488,/products
936,"2012-03-21 23:50:37",489,/home
937,"2012-03-22 00:08:50",490,/home
938,"2012-03-22 00:37:07",491,/home
939,"2012-03-22 01:14:52",492,/home
940,"2012-03-22 01:18:08",493,/home
941,"2012-03-22 01:31:51",494,/home
942,"2012-03-22 01:36:25",494,/products
943,"2012-03-22 01:38:41",494,/the-original-mr-fuzzy
944,"2012-03-22 01:39:32",495,/home
945,"2012-03-22 01:54:22",496,/home
946,"2012-03-22 02:01:05",497,/home
947,"2012-03-22 02:15:43",498,/home
948,"2012-03-22 02:16:18",499,/home
949,"2012-03-22 02:20:25",498,/products
950,"2012-03-22 02:24:59",498,/the-original-mr-fuzzy
951,"2012-03-22 02:57:12",500,/home
952,"2012-03-22 04:19:47",501,/home
953,"2012-03-22 04:31:34",502,/home
954,"2012-03-22 04:36:29",502,/products
955,"2012-03-22 04:57:32",503,/home
956,"2012-03-22 05:04:28",504,/home
957,"2012-03-22 05:36:22",505,/home
958,"2012-03-22 05:38:43",506,/home
959,"2012-03-22 06:02:32",507,/home
960,"2012-03-22 06:06:12",507,/products
961,"2012-03-22 06:08:46",507,/the-original-mr-fuzzy
962,"2012-03-22 06:11:46",507,/cart
963,"2012-03-22 06:12:59",507,/shipping
964,"2012-03-22 06:13:38",507,/billing
965,"2012-03-22 06:15:33",507,/thank-you-for-your-order
966,"2012-03-22 06:19:13",508,/home
967,"2012-03-22 06:27:59",509,/home
968,"2012-03-22 06:51:18",510,/home
969,"2012-03-22 06:53:42",510,/products
970,"2012-03-22 06:56:58",510,/the-original-mr-fuzzy
971,"2012-03-22 07:14:05",511,/home
972,"2012-03-22 07:17:59",512,/home
973,"2012-03-22 07:18:42",513,/home
974,"2012-03-22 07:21:41",512,/products
975,"2012-03-22 07:25:26",514,/home
976,"2012-03-22 07:25:41",512,/the-original-mr-fuzzy
977,"2012-03-22 07:26:59",514,/products
978,"2012-03-22 07:27:01",512,/cart
979,"2012-03-22 07:28:06",514,/the-original-mr-fuzzy
980,"2012-03-22 07:29:47",512,/shipping
981,"2012-03-22 07:30:58",512,/billing
982,"2012-03-22 07:32:44",515,/home
983,"2012-03-22 07:33:24",515,/products
984,"2012-03-22 07:35:32",515,/the-original-mr-fuzzy
985,"2012-03-22 07:41:41",516,/home
986,"2012-03-22 07:53:22",517,/home
987,"2012-03-22 08:00:12",518,/home
988,"2012-03-22 08:05:24",518,/products
989,"2012-03-22 08:05:45",519,/home
990,"2012-03-22 08:08:06",518,/the-original-mr-fuzzy
991,"2012-03-22 08:09:00",518,/cart
992,"2012-03-22 08:25:04",520,/home
993,"2012-03-22 08:27:28",520,/products
994,"2012-03-22 08:36:41",521,/home
995,"2012-03-22 08:37:20",521,/products
996,"2012-03-22 08:39:44",521,/the-original-mr-fuzzy
997,"2012-03-22 08:43:28",521,/cart
998,"2012-03-22 08:46:20",522,/home
999,"2012-03-22 08:46:24",523,/home
1000,"2012-03-22 08:52:42",524,/home
